time,priceBid,priceAsk,sizeBid,sizeAsk
2025-06-20 08:00:19+00:00,6.91,6.97,100.0,200.0
2025-06-20 08:00:19+00:00,6.91,6.97,100.0,300.0
2025-06-20 08:00:19+00:00,6.9,6.97,100.0,300.0
2025-06-20 08:00:19+00:00,6.89,6.97,100.0,300.0
2025-06-20 08:00:19+00:00,6.89,6.95,100.0,400.0
2025-06-20 08:00:19+00:00,6.89,6.93,100.0,100.0
2025-06-20 08:00:19+00:00,6.89,6.93,200.0,100.0
2025-06-20 08:00:19+00:00,6.88,6.93,200.0,100.0
2025-06-20 08:00:19+00:00,6.88,6.94,200.0,200.0
2025-06-20 08:00:19+00:00,6.86,6.9,200.0,300.0
2025-06-20 08:00:19+00:00,6.86,6.9,100.0,400.0
2025-06-20 08:00:19+00:00,6.83,6.9,200.0,400.0
2025-06-20 08:00:19+00:00,6.83,6.9,100.0,400.0
2025-06-20 08:00:19+00:00,6.84,6.9,100.0,400.0
2025-06-20 08:00:19+00:00,6.84,6.9,100.0,500.0
2025-06-20 08:00:19+00:00,6.84,6.9,100.0,700.0
2025-06-20 08:00:19+00:00,6.82,6.89,200.0,300.0
2025-06-20 08:00:19+00:00,6.88,6.93,300.0,100.0
2025-06-20 08:00:19+00:00,6.86,6.9,200.0,400.0
2025-06-20 08:00:20+00:00,6.92,7.16,100.0,100.0
2025-06-20 08:00:20+00:00,6.92,7.15,100.0,100.0
2025-06-20 08:00:20+00:00,6.9,6.97,100.0,100.0
2025-06-20 08:00:20+00:00,6.95,7.19,200.0,100.0
2025-06-20 08:00:20+00:00,6.95,7.19,300.0,100.0
2025-06-20 08:00:20+00:00,6.95,7.2,300.0,300.0
2025-06-20 08:00:20+00:00,7.12,7.2,100.0,400.0
2025-06-20 08:00:20+00:00,6.95,7.2,200.0,400.0
2025-06-20 08:00:20+00:00,6.95,7.06,200.0,100.0
2025-06-20 08:00:20+00:00,6.95,7.0,200.0,100.0
2025-06-20 08:00:20+00:00,6.92,7.0,100.0,100.0
2025-06-20 08:00:20+00:00,6.92,6.99,100.0,500.0
2025-06-20 08:00:20+00:00,6.93,6.99,100.0,500.0
2025-06-20 08:00:20+00:00,6.93,6.99,100.0,600.0
2025-06-20 08:00:20+00:00,6.92,6.99,100.0,600.0
2025-06-20 08:00:20+00:00,6.92,6.99,100.0,800.0
2025-06-20 08:00:20+00:00,7.12,7.2,100.0,300.0
2025-06-20 08:00:20+00:00,6.9,6.98,300.0,100.0
2025-06-20 08:00:20+00:00,6.9,6.99,300.0,800.0
2025-06-20 08:00:20+00:00,6.95,6.97,200.0,100.0
